site_id,lat,lon,sensor,date,blue,green,red,nir,valid_pixel_frac
US-Seg,34.3603,-106.7003,L30,2024-02-04,0.08216986224691787,0.11661215476401765,0.15576433528563172,0.2035653938045242,1.0
US-Seg,34.3603,-106.7003,L30,2024-02-05,0.08774550038454354,0.12380994579982796,0.16637848148502088,0.21523807482445256,1.0
US-Seg,34.3603,-106.7003,L30,2024-02-12,0.08013298292080223,0.11345166673492878,0.15120597521627752,0.1983444605239801,1.0
US-Seg,34.3603,-106.7003,L30,2024-02-13,0.08491745054404956,0.1200797170305041,0.16072856317209805,0.20820940379810793,1.0
US-Seg,34.3603,-106.7003,L30,2024-02-20,0.09095082483469168,0.12927954865045677,0.17318966419557572,0.22504564054955617,1.0
US-Seg,34.3603,-106.7003,L30,2024-02-28,0.09055458335039879,0.12818705293959706,0.17241538584060317,0.22212126548982702,1.0
US-Seg,34.3603,-106.7003,L30,2024-03-07,0.09211472051187536,0.13142710554698478,0.17576595173408668,0.22810908069044905,1.0
US-Seg,34.3603,-106.7003,L30,2024-03-08,0.09694744995244399,0.13710187129393228,0.18458584060325567,0.23888108409445652,1.0
US-Seg,34.3603,-106.7003,L30,2024-04-16,0.09709222493753986,0.13905382609526679,0.18465126671854593,0.2525476697566681,1.0
US-Seg,34.3603,-106.7003,L30,2024-04-17,0.09817084431216758,0.14072807486996047,0.18742426993597003,0.2552230034449648,1.0
US-Seg,34.3603,-106.7003,L30,2024-04-24,0.09624695176305183,0.1409851158366801,0.18572078949061263,0.2618139932179714,0.9904114389212755
US-Seg,34.3603,-106.7003,L30,2024-04-25,0.1049099708292944,0.14951270677752448,0.1998325173727251,0.2782359181946017,1.0
US-Seg,34.3603,-106.7003,L30,2024-05-02,0.09567485039205241,0.13697712306761126,0.18273412745004344,0.2542216391114995,1.0
US-Seg,34.3603,-106.7003,L30,2024-05-03,0.09876811154950606,0.1415924866092354,0.188509639530174,0.2595042095011854,1.0
US-Seg,34.3603,-106.7003,L30,2024-05-10,0.10404865012968985,0.15175122687806697,0.20209187459662184,0.28123017572060066,0.7474162764345301
US-Seg,34.3603,-106.7003,L30,2024-05-11,0.12259970915738741,0.17704818015622417,0.23601984377596819,0.324680887485458,0.05476447272015689
US-Seg,34.3603,-106.7003,L30,2024-05-18,0.0956906904037026,0.13799288571545587,0.184597316386109,0.255628632799523,1.0
US-Seg,34.3603,-106.7003,L30,2024-05-19,0.10032648527129671,0.14458171574717502,0.19312184662853063,0.264598029498364,1.0
US-Seg,34.3603,-106.7003,L30,2024-05-26,0.09906839825066788,0.14303085860171755,0.19247662384352507,0.26214895536108457,1.0
US-Seg,34.3603,-106.7003,L30,2024-05-27,0.10423985646738664,0.14842584360679156,0.20081970638160376,0.27068927100541046,1.0
US-Seg,34.3603,-106.7003,L30,2024-06-11,0.10009837080927086,0.14438891604206766,0.19525490691313865,0.2661170218575501,1.0
US-Seg,34.3603,-106.7003,L30,2024-06-12,0.10548138262772982,0.14981892409700504,0.20390590558885244,0.274009456132447,1.0
US-Seg,34.3603,-106.7003,L30,2024-06-19,0.1024086051305856,0.14762404330552792,0.20031076676632956,0.26995108195557516,1.0
US-Seg,34.3603,-106.7003,L30,2024-06-27,0.106772087877007,0.15542019749109387,0.21119695492240376,0.2934443868851983,0.6272338798858659
US-Seg,34.3603,-106.7003,L30,2024-07-05,0.09380092745550435,0.13577177176767202,0.17974274850847127,0.2571815355350163,1.0
US-Seg,34.3603,-106.7003,L30,2024-07-06,0.09736267514938036,0.1414665893028612,0.18641733813899045,0.2666762970952168,1.0
US-Seg,34.3603,-106.7003,L30,2024-07-13,0.09543407466062305,0.1375087648640901,0.18327239659417216,0.2612588228869443,1.0
